alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030509,Menze Mama Midir,3,ET030509,Menze Mama Midir,marmay,169.74802,122.7571,231.4194
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030510,Tarema Ber,3,ET030510,Tarema Ber,marmay,114.16522,78.85025,130.95174
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030511,Mojan Wedera,3,ET030511,Mojan Wedera,marmay,119.26421,95.34026,148.45399
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030512,Kewet,3,ET030512,Kewet,marmay,126.9192,92.10287,166.67845
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030513,Angolelana Tera,3,ET030513,Angolelana Tera,marmay,126.8717,88.45149,157.87872
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030514,Assagirt,3,ET030514,Assagirt,marmay,97.23301,76.14493,128.05908
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030515,Ankober,3,ET030515,Ankober,marmay,87.34869,62.59296,109.99197
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030516,Hagere Mariam,3,ET030516,Hagere Mariam,marmay,103.5306,79.8183,128.73459
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030517,Berehet,3,ET030517,Berehet,marmay,105.30541,70.34544,148.52901
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030518,Minjar Shenkora,3,ET030518,Minjar Shenkora,marmay,103.49688,75.70084,150.70296
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030519,Basona Worena,3,ET030519,Basona Worena,marmay,111.27433,75.41875,161.05286
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030520,Debre Berhan town,3,ET030520,Debre Berhan town,marmay,111.54765,99.4839,119.89737
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030521,Menze Keya Gabriel,3,ET030521,Menze Keya Gabriel,marmay,180.45961,139.48465,218.6109
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030522,Menze Lalo Midir,3,ET030522,Menze Lalo Midir,marmay,194.3418,120.32674,248.50945
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030523,Siya Debirna Wayu,3,ET030523,Siya Debirna Wayu,marmay,163.24902,130.38029,190.64879
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030524,Tulefa town,3,ET030524,Tulefa town,marmay,127.67676,124.65614,130.69737
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030525,Arerti town,3,ET030525,Arerti town,marmay,100.34007,100.34007,100.34007
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030526,Molale town,3,ET030526,Molale town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030527,Debre Sina town,3,ET030527,Debre Sina town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030595,Shoa Robit,3,ET030595,Shoa Robit,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030597,Mehale Meda town,3,ET030597,Mehale Meda town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030598,Ataye town,3,ET030598,Ataye town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030599,Aleme Ketma town,3,ET030599,Aleme Ketma town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030601,Bibugn,3,ET030601,Bibugn,marmay,150.33463,95.87346,204.28345
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030602,Hulet Ej Enese,3,ET030602,Hulet Ej Enese,marmay,126.71547,58.99901,224.61743
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030603,Goncha Siso Enebse,3,ET030603,Goncha Siso Enebse,marmay,152.17938,132.92567,167.90538
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030604,Enebse Sarmder,3,ET030604,Enebse Sarmder,marmay,134.6561,113.74252,169.19603
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030605,Enarj Enawga,3,ET030605,Enarj Enawga,marmay,147.53288,120.65796,210.57996
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030606,Enemay,3,ET030606,Enemay,marmay,186.03947,129.6573,236.75655
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030607,Debay Telatgen,3,ET030607,Debay Telatgen,marmay,218.51097,198.36166,239.25157
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030608,Debre Elias,3,ET030608,Debre Elias,marmay,71.46525,28.92879,117.16051
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030609,Michakel,3,ET030609,Michakel,marmay,135.24862,69.82164,188.23808
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030610,Guzamn,3,ET030610,Guzamn,marmay,137.06187,58.36922,255.27271
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030611,Baso Liben,3,ET030611,Baso Liben,marmay,110.2317,61.90424,174.67751
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030612,Awabel,3,ET030612,Awabel,marmay,212.60612,142.36963,257.26083
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030613,Dejen,3,ET030613,Dejen,marmay,213.70418,179.6834,246.99979
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030614,Shebel Bernta,3,ET030614,Shebel Bernta,marmay,151.079,120.05748,182.13483
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030615,Debre Markos town,3,ET030615,Debre Markos town,marmay,156.58336,156.58336,156.58336
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030616,Senan,3,ET030616,Senan,marmay,199.11328,156.73994,254.99393
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030617,Aneded,3,ET030617,Aneded,marmay,175.68328,108.18755,229.79137
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030618,Amanuel town,3,ET030618,Amanuel town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030619,Sedae,3,ET030619,Sedae,marmay,113.23594,87.11002,143.93753
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030620,Gundwoin town,3,ET030620,Gundwoin town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030621,Debrework town,3,ET030621,Debrework town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030622,Lumame town,3,ET030622,Lumame town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030623,Merto Lemariyam town,3,ET030623,Merto Lemariyam town,marmay,144.50592,144.50592,144.50592
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030694,Mota Town,3,ET030694,Mota Town,marmay,95.03835,95.03835,95.03835
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030698,Dejen town,3,ET030698,Dejen town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030699,Bechena Town,3,ET030699,Bechena Town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030701,Semen Achefer,3,ET030701,Semen Achefer,marmay,-2.38154,-21.2171,28.05911
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030702,Bahirdar Zuria,3,ET030702,Bahirdar Zuria,marmay,23.22185,-2.2528,53.70914
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030703,Yilmana Densa,3,ET030703,Yilmana Densa,marmay,43.42324,13.36259,65.15665
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030704,Mecha,3,ET030704,Mecha,marmay,5.82103,-12.65397,24.49426
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030705,Sekela,3,ET030705,Sekela,marmay,18.94502,-10.08203,42.37115
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030706,Quarit,3,ET030706,Quarit,marmay,62.11427,35.99771,89.73592
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030707,Dega Damot,3,ET030707,Dega Damot,marmay,109.7187,70.80905,174.20718
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030708,Dembecha,3,ET030708,Dembecha,marmay,91.22986,36.33823,151.81789
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030709,Jabi Tehnan,3,ET030709,Jabi Tehnan,marmay,54.67395,22.46016,100.80266
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030710,Bure (AM),3,ET030710,Bure (AM),marmay,15.18507,-4.79898,41.59569
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030711,Wemberma,3,ET030711,Wemberma,marmay,-18.41772,-44.50764,10.32042
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030712,Bahir Dar town,3,ET030712,Bahir Dar town,marmay,21.88845,16.01093,27.69755
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030713,Debub Achefer,3,ET030713,Debub Achefer,marmay,-14.66963,-23.99312,1.73404
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030714,Finote Selam town,3,ET030714,Finote Selam town,marmay,50.80313,50.80313,50.80313
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030715,Debub Mecha,3,ET030715,Debub Mecha,marmay,6.30224,-12.68839,32.48711
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030716,Shendi town,3,ET030716,Shendi town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030717,Denbecha town,3,ET030717,Denbecha town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030718,Gonje,3,ET030718,Gonje,marmay,60.53129,48.08484,82.19029
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030719,Dure Bete,3,ET030719,Dure Bete,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030720,Jiga town,3,ET030720,Jiga town,marmay,79.03465,79.03465,79.03465
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030797,Merawi town,3,ET030797,Merawi town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030798,Bure town,3,ET030798,Bure town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030799,Adete town,3,ET030799,Adete town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030801,Zequala,3,ET030801,Zequala,marmay,30.85695,8.19878,47.03365
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030802,Sekota,3,ET030802,Sekota,marmay,63.32967,32.60326,99.30713
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030803,Dehana,3,ET030803,Dehana,marmay,44.75604,23.72571,63.35492
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030804,Gaz Gibla,3,ET030804,Gaz Gibla,marmay,59.55665,23.64795,98.31049
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030805,Abergele (AM),3,ET030805,Abergele (AM),marmay,23.46554,2.0668,57.89278
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030806,Sahila,3,ET030806,Sahila,marmay,19.40062,5.99741,32.85471
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030807,Sekota town,3,ET030807,Sekota town,marmay,85.26876,77.2148,93.32272
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030808,Tsagbeji,3,ET030808,Tsagbeji,marmay,74.25636,44.82393,90.30785
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030809,Amde Work town,3,ET030809,Amde Work town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030901,Dangila,3,ET030901,Dangila,marmay,-22.57627,-32.73216,-8.88876
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030902,Banja,3,ET030902,Banja,marmay,-26.05983,-52.71881,9.13293
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030903,Ankasha,3,ET030903,Ankasha,marmay,-31.91217,-50.95041,6.21997
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030904,Guangua,3,ET030904,Guangua,marmay,-50.32022,-62.8019,-29.21353
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030905,Fagta Lakoma,3,ET030905,Fagta Lakoma,marmay,-18.18012,-31.24883,4.23923
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030906,Jawi,3,ET030906,Jawi,marmay,-30.60249,-50.40601,-12.09015
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030907,Guagusa Shikudad,3,ET030907,Guagusa Shikudad,marmay,9.7261,-6.17688,26.77853
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030908,Ayehu Guwagusa,3,ET030908,Ayehu Guwagusa,marmay,-41.04133,-53.31561,-18.88286
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030909,Agew Gimija Bet,3,ET030909,Agew Gimija Bet,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030910,Adiss Kidame town,3,ET030910,Adiss Kidame town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030911,Tilili town,3,ET030911,Tilili town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030912,Fendika town,3,ET030912,Fendika town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030996,Injibara town,3,ET030996,Injibara town,marmay,-42.06497,-42.06497,-42.06497
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030997,Zigem,3,ET030997,Zigem,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030998,Dangila town,3,ET030998,Dangila town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030999,Chagni town,3,ET030999,Chagni town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031001,Dewa Cheffa,3,ET031001,Dewa Cheffa,marmay,240.55339,189.18521,279.91071
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031002,Bati,3,ET031002,Bati,marmay,237.77334,159.07158,309.50867
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031003,Jilye Tumuga,3,ET031003,Jilye Tumuga,marmay,114.99792,91.36018,145.79837
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031004,Artuma Fursi,3,ET031004,Artuma Fursi,marmay,160.70712,108.67842,187.38905
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031005,Dewa Harewa,3,ET031005,Dewa Harewa,marmay,220.39181,165.39052,268.5372
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031006,Kemisie town,3,ET031006,Kemisie town,marmay,215.64091,215.64091,215.64091
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031007,Chef Robit town,3,ET031007,Chef Robit town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031008,Senbete town,3,ET031008,Senbete town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031099,Bati Town,3,ET031099,Bati Town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031103,Amba Giorgis town,3,ET031103,Amba Giorgis town,marmay,39.67992,39.67992,39.67992
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031104,Shawra town,3,ET031104,Shawra town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031105,Kolla Debba town,3,ET031105,Kolla Debba town,marmay,-4.53714,-4.53714,-4.53714
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031106,Chilga 1,3,ET031106,Chilga 1,marmay,-36.04594,-48.90279,-18.64528
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031107,Tegede,3,ET031107,Tegede,marmay,-21.87599,-36.31002,-3.49906
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031108,Lay Armacho,3,ET031108,Lay Armacho,marmay,5.99987,-18.76432,39.22685
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031109,Wegera,3,ET031109,Wegera,marmay,37.95951,14.5503,53.1763
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031110,Gonder Zuria,3,ET031110,Gonder Zuria,marmay,14.68251,-1.93421,34.04131
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031111,East Dembia,3,ET031111,East Dembia,marmay,0.37826,-15.97954,7.02377
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031112,Chilga 2,3,ET031112,Chilga 2,marmay,-33.38351,-49.57871,-9.77045
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031115,Alefa,3,ET031115,Alefa,marmay,-12.98608,-34.21395,21.17222
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031116,West Belesa,3,ET031116,West Belesa,marmay,29.05316,10.08244,49.06188
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031117,East Belesa,3,ET031117,East Belesa,marmay,34.86787,23.94889,47.73801
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031118,Gondar town,3,ET031118,Gondar town,marmay,16.83339,1.20996,35.70828
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031119,Masero Denb /Central Armacho,3,ET031119,Masero Denb /Central Armacho,marmay,-25.58949,-47.52256,-8.06435
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031120,Tach Armacho,3,ET031120,Tach Armacho,marmay,-10.36099,-34.87768,14.21236
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031121,Takusa,3,ET031121,Takusa,marmay,-22.97282,-46.57133,15.21833
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031122,Kinfaz Begela,3,ET031122,Kinfaz Begela,marmay,37.62156,23.08696,53.80227
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031125,West Dembiya,3,ET031125,West Dembiya,marmay,-16.35044,-38.03094,-0.43885
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031199,Aykel town,3,ET031199,Aykel town,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031205,Adagn Ager Chaqo,3,ET031205,Adagn Ager Chaqo,marmay,-44.49179,-56.46254,-26.44009
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031206,Mirab Armacho,3,ET031206,Mirab Armacho,marmay,-23.69946,-38.78442,-15.51337
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031213,Metema,3,ET031213,Metema,marmay,-41.09071,-56.5177,-24.00229
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031214,Quara,3,ET031214,Quara,marmay,-44.17,-66.83024,-27.93286
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031223,Midre Genet,3,ET031223,Midre Genet,marmay,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031224,Metema Yohanes town,3,ET031224,Metema Yohanes town,marmay,-39.71917,-39.71917,-39.71917
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031292,Gendawuha town,3,ET031292,Gendawuha town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040101,Mana Sibu,3,ET040101,Mana Sibu,marmay,12.42736,-17.98074,55.48949
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040102,Nejo,3,ET040102,Nejo,marmay,28.85832,3.96524,52.19623
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040103,Gimbi,3,ET040103,Gimbi,marmay,66.68724,34.90781,89.64917
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040104,Lalo Asabi,3,ET040104,Lalo Asabi,marmay,89.82535,79.58829,101.28531
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040105,Kiltu Kara,3,ET040105,Kiltu Kara,marmay,14.18024,-3.8577,27.04431
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040106,Boji Dirmeji,3,ET040106,Boji Dirmeji,marmay,60.40495,34.07834,104.24567
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040107,Ayira,3,ET040107,Ayira,marmay,74.99886,56.95618,92.17068
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040108,Jarso (West Wellega),3,ET040108,Jarso (West Wellega),marmay,35.76674,25.26141,58.00638
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040109,Gudetu Kondole,3,ET040109,Gudetu Kondole,marmay,49.95187,5.75183,86.23599
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040110,Boji Chekorsa,3,ET040110,Boji Chekorsa,marmay,73.11473,42.26767,100.00864
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040111,Babo,3,ET040111,Babo,marmay,50.33173,26.69112,81.88339
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040112,Yubdo,3,ET040112,Yubdo,marmay,90.83164,77.80655,108.61118
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040113,Gaji,3,ET040113,Gaji,marmay,87.8317,74.62048,106.21619
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040114,Haru,3,ET040114,Haru,marmay,79.5123,67.35242,108.91327
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040115,Nole Kaba,3,ET040115,Nole Kaba,marmay,102.32299,85.52734,123.04059
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040116,Begi,3,ET040116,Begi,marmay,17.03442,-18.82748,67.03479
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040117,Homa,3,ET040117,Homa,marmay,93.96109,85.7326,102.22159
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040118,Sayo Nole,3,ET040118,Sayo Nole,marmay,99.26089,64.76236,128.96954
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040119,Guliso,3,ET040119,Guliso,marmay,62.10738,41.24191,94.74097
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040193,Gimbi town,3,ET040193,Gimbi town,marmay,81.26706,81.26706,81.26706
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040197,Leta Sibu,3,ET040197,Leta Sibu,marmay,17.56208,5.77332,34.81206
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040198,Mendi town,3,ET040198,Mendi town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040199,Nejo town,3,ET040199,Nejo town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040201,Limu (OR),3,ET040201,Limu (OR),marmay,-3.90027,-92.80182,71.15271
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040202,Ibantu,3,ET040202,Ibantu,marmay,-64.28827,-85.71126,-49.06638
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040203,Gida Ayana,3,ET040203,Gida Ayana,marmay,-14.27704,-69.36337,84.94446
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040204,Haro Limu,3,ET040204,Haro Limu,marmay,-51.61472,-100.4184,20.82681
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040205,Boneya Boshe,3,ET040205,Boneya Boshe,marmay,177.44894,129.00385,205.82468
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040206,Wayu Tuka,3,ET040206,Wayu Tuka,marmay,136.50457,114.73224,172.22943
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040207,Bila Seyo,3,ET040207,Bila Seyo,marmay,88.57535,49.75632,124.77499
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040208,Gobu Seyo,3,ET040208,Gobu Seyo,marmay,122.59629,97.09012,151.25525
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040209,Sibu Sire,3,ET040209,Sibu Sire,marmay,118.38354,86.465,156.86835
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040210,Diga,3,ET040210,Diga,marmay,82.62414,44.40253,145.37006
